,date,ip,app_name,app_ver,isp,country,connection_type,default_language,counts,churn
5608,2022-08-09,177.91.253.85,8K Landscapes,V_s5.1.9b,Empresa De Telecomunicaciones Multimedia Alfa,PE,Cable/DSL,English,1,Yes
5609,2022-08-09,201.172.139.20,ADULTish,V_s5.1.9b,izzi,MX,Cable/DSL,English,1,Yes
5610,2022-08-09,185.217.117.9,8K Landscapes,5.2.0,Clouvider Limited,GB,Corporate,English,1,Yes
5611,2022-08-09,182.1.180.166,Aquarium TV,5.2.0,Telkomsel,ID,Cellular,Indonesia,1,Yes
5612,2022-08-09,149.147.58.225,8K Landscapes,5.2.0,Zain Kuwait,KW,Cellular,English,1,Yes
5613,2022-08-09,32.219.121.109,Dog on TV,5.2.0,Frontier Communications,US,Cable/DSL,English,1,Yes
5614,2022-08-09,179.1.48.42,Aquarium TV,5.2.0,Internexa S.A. E.s.p,CO,Cable/DSL,español,1,Yes
5615,2022-08-09,118.167.223.19,Aquarium TV,5.2.0,Chunghwa Telecom,TW,Cable/DSL,中文,1,Yes
5616,2022-08-09,5.18.239.43,8K Landscapes,5.2.0,ER-Telecom,RU,Cable/DSL,русский,1,Yes
5617,2022-08-09,2806:261:48c:a3f:81fb:458b:d59c:555c,8K Landscapes,5.2.0,Megacable,MX,Cable/DSL,español,1,Yes
5618,2022-08-09,2001:b400:e280:56ab:d4cb:a39f:d7bd:70c5,8K Landscapes,5.2.0,Chunghwa Telecom,TW,Cellular,中文,1,Yes
5619,2022-08-09,145.53.174.39,Aquarium TV,5.2.0,KPN,NL,Cable/DSL,English,1,Yes
5620,2022-08-09,86.151.217.116,Classic Cartoons,5.8.4,BT,GB,Cable/DSL,English,1,Yes
5621,2022-08-09,87.223.148.17,Channel Fight Masterclass,5.8.4,Jazztel,ES,Cable/DSL,English,1,Yes
5622,2022-08-09,74.141.142.96,Classic Reruns TV,5.8.4,Spectrum,US,Cable/DSL,English,2,No
5623,2022-08-09,183.82.29.143,Baby Hazel Nursery Rhymes,5.8.4,ACT Fibernet,IN,Cable/DSL,English,1,Yes
5624,2022-08-09,187.190.133.110,Baby Hazel Nursery Rhymes,5.8.4,Totalplay,MX,Cable/DSL,English,1,Yes
5625,2022-09-13,187.222.160.65,ADULTish,V_s5.2.0,Telmex,MX,Cable/DSL,English,1,Yes
5626,2022-09-13,73.19.209.46,Bama-Q,Vc5.1.2_s5.2.0,Comcast Cable,US,Cable/DSL,English,1,Yes
5627,2022-09-13,177.228.173.35,ADULTish,V_s5.2.0,Megacable,MX,Cable/DSL,English,1,Yes
5628,2022-09-13,65.31.137.136,Aquarium TV,V_s5.2.0,Spectrum,US,Cable/DSL,English,1,Yes
5629,2022-09-13,187.142.110.189,ADULTish,V_s5.2.0,Telmex,MX,Cable/DSL,English,1,Yes
5630,2022-09-13,201.9.234.1,ADULTish,V_s5.2.0,Oi Velox,BR,Cable/DSL,English,1,Yes
5631,2022-09-13,73.136.251.121,Aquarium TV,V_s5.2.0,Comcast Cable,US,Cable/DSL,English,1,Yes
5632,2022-09-13,92.196.151.39,Classic Cartoons,5.8.4,Plusnet,DE,Cable/DSL,English,1,Yes
5633,2022-09-13,78.63.38.27,Aquarium TV,5.2.0,"Telia Lietuva, AB",LT,Cable/DSL,lietuvių,1,Yes
5634,2022-09-13,181.139.196.51,Bob the train,5.8.4,Tigo Colombia,CO,Cable/DSL,English,1,Yes
5635,2022-09-13,47.200.80.78,Aquarium TV,5.2.0,Frontier Communications,US,Cable/DSL,English,1,Yes
5636,2022-09-13,31.18.252.19,Coffee Jazz,5.8.82,Vodafone Germany Cable,DE,Cellular,English,1,Yes
5637,2022-09-13,43.245.57.87,24 FLIX,5.8.82,Vodafone Fiji,FJ,Cable/DSL,English,1,Yes
5638,2022-09-13,223.237.247.137,Baby Hazel Nursery Rhymes,5.8.82,Airtel,IN,Cellular,English,1,Yes
5639,2022-09-13,171.228.222.127,24 FLIX,5.8.82,Viettel Group,VN,Cable/DSL,English,1,Yes
5640,2022-09-13,154.160.10.98,Cool School,5.8.82,MTN Ghana,GH,Cellular,English,2,No
5641,2022-09-13,118.71.208.200,Bob the train,5.8.82,FPT Telecom,VN,Cable/DSL,English,1,Yes
5642,2022-09-13,49.36.103.196,Baby Hazel Nursery Rhymes,5.8.82,Jio,IN,Cable/DSL,English,1,Yes
5643,2022-09-13,67.6.107.200,Aquarium TV,5.8.82,CenturyLink,US,Cable/DSL,English,1,Yes
5644,2022-09-13,77.45.93.163,Baby Hazel Nursery Rhymes,5.8.82,Asta-net S.A.,PL,Cable/DSL,English,1,Yes
5645,2022-08-07,45.178.0.26,Classic Cartoons,5.8.4,"Agencia De Ciencia, Tecnologia Y Sociedad San Luis",AR,Cable/DSL,English,1,Yes
5646,2022-08-07,187.188.77.103,ADULTish,V_s5.1.9b,Totalplay,MX,Cable/DSL,English,1,Yes
5647,2022-08-07,73.108.72.146,Aquarium TV,V_s5.1.9b,Comcast Cable,US,Cable/DSL,English,1,Yes
5648,2022-08-07,24.192.98.180,Aquarium TV,V_s5.1.9b,WideOpenWest,US,Cable/DSL,English,1,Yes
5649,2022-08-07,98.193.246.117,Aquarium TV,V_s5.1.9b,Comcast Cable,US,Cable/DSL,English,1,Yes
5650,2022-08-07,24.197.163.40,Coffee Jazz,Vc5.1.3_s5.1.9b,Spectrum Business,US,Corporate,English,1,Yes
5651,2022-08-07,209.205.138.218,Dog on TV,5.2.0,Ntsc-asn2,US,Cable/DSL,English,1,Yes
5652,2022-08-07,14.180.206.100,8K Landscapes,5.2.0,VNPT,VN,Cable/DSL,Tiếng Việt,1,Yes
5653,2022-08-07,41.90.186.140,8K Landscapes,5.2.0,Safaricom,KE,Cable/DSL,English,1,Yes
5654,2022-08-07,31.181.191.163,Aquarium TV,5.2.0,Rostelecom,RU,Cable/DSL,русский,1,Yes
5655,2022-08-07,2600:8804:b10:da00:b865:aeae:1c3f:7234,Aquarium TV,5.2.0,Cox Communications,US,Cable/DSL,English,1,Yes
5656,2022-08-07,197.30.193.128,Aquarium TV,5.2.0,Orange Internet,TN,Cable/DSL,français,1,Yes
5657,2022-08-07,166.182.81.93,Classic Cartoons,5.8.4,US Cellular,US,Cellular,English,1,Yes
5658,2022-08-07,173.217.220.153,Classic Reruns TV,5.8.4,Suddenlink Communications,US,Cable/DSL,English,1,Yes
5659,2022-08-07,50.110.13.241,Classic Reruns TV,5.8.4,Frontier Communications,US,Cable/DSL,English,1,Yes
5660,2022-08-07,31.166.170.155,Baby Hazel Nursery Rhymes,5.8.4,Mobily,SA,Cable/DSL,English,1,Yes
5661,2022-08-07,68.107.129.82,Aquarium TV,5.8.4,Cox Communications,US,Cable/DSL,English,1,Yes
5662,2022-08-07,2600:1005:b001:6878:6441:d602:793e:d2d0,24 FLIX,1.2.4,Verizon Wireless,US,Cellular,English,1,Yes
5663,2022-08-07,191.181.58.120,Classic Reruns TV,5.8.4,Claro NET,BR,Cable/DSL,English,1,Yes
5664,2022-08-07,179.127.129.124,Classic Cartoons,5.8.4,Mhnet Telecom,BR,Cable/DSL,English,1,Yes
5665,2022-08-19,107.2.177.221,Classic Reruns TV,5.1.8,Comcast Cable,US,Cable/DSL,English,1,Yes
5666,2022-08-19,2601:43:c200:a680:3071:2b92:4c0d:969c,Bob the train,5.1.8,Comcast Cable,US,Cable/DSL,English,1,Yes
5667,2022-08-19,45.172.69.92,ADULTish,V_s5.1.9b,N-MultiFibra,BR,Cable/DSL,English,1,Yes
5668,2022-08-19,2607:fea8:571e:1600:6945:886d:30d0:19ca,24 FLIX,1.2.4,Rogers Cable,CA,Cable/DSL,English,1,Yes
5669,2022-10-08,2604:2d80:4c02:6000:8939:95e7:f348:25bc,Cool School,5.2.0,Mediacom Cable,US,Cable/DSL,English,1,Yes
5670,2022-10-08,2001:8003:b1ae:e700:69a1:52bd:a3e8:bac5,Aquarium TV,5.2.1,Telstra Internet,AU,Cable/DSL,English,1,Yes
5671,2022-10-08,2404:e801:2014:d4a:d1d7:e014:3b93:3261,Aquarium TV,5.2.1,StarHub,SG,Cable/DSL,English,1,Yes
5672,2022-10-08,149.167.129.218,Aquarium TV,5.2.1,Belong,AU,Cable/DSL,English,1,Yes
5673,2022-10-08,14.192.209.177,8K Landscapes,5.2.1,Maxis Communications,MY,Cable/DSL,English,1,Yes
5674,2022-10-08,93.153.10.177,Aquarium TV,5.8.82,T-Mobile Czech DSL,CZ,Cable/DSL,English,1,Yes
5675,2022-10-08,142.127.243.31,Classic Cartoons,5.8.82,Virgin Mobile DSL,CA,Cable/DSL,English,1,Yes
5676,2022-10-08,174.92.250.178,Coffee Jazz,5.8.83,Bell Canada,CA,Cable/DSL,English,1,Yes
5677,2022-10-08,188.48.202.152,Bob the train,5.8.83,SaudiNet,SA,Cable/DSL,English,1,Yes
5678,2022-10-08,172.12.208.104,Aquarium TV,5.8.83,AT&T U-verse,US,Cable/DSL,English,1,Yes
5679,2022-10-08,186.189.86.156,Aquarium TV,5.8.83,WOM Chile,CL,Cable/DSL,English,1,Yes
5680,2022-10-08,171.233.200.182,Culture Forward TV,5.8.83,Viettel Group,VN,Cable/DSL,English,1,Yes
5681,2022-09-26,176.112.65.246,Bob the train,5.1.8,KovrovTelecom Ltd.,RU,Cable/DSL,русский,10,No
5682,2022-09-26,186.96.26.14,ADULTish,V_s5.2.0b,Totalplay Telecomunicaciones,MX,Cable/DSL,English,1,Yes
5683,2022-09-26,191.223.233.8,ADULTish,V_s5.2.0b,Oi Internet,BR,Cable/DSL,English,1,Yes
5684,2022-09-26,24.206.41.37,Airport TV,Vc5.1.3_s5.2.0b,Spectrum Business,US,Corporate,English,1,Yes
5685,2022-09-26,186.79.207.8,8K Landscapes,5.2.1,Movistar Chile,CL,Cable/DSL,español,1,Yes
5686,2022-09-26,2a00:a040:19f:9632:7c61:6772:30ec:cf4,Aquarium TV,5.2.1,HOTnet,IL,Cable/DSL,русский,1,Yes
5687,2022-09-26,78.129.165.3,24 FLIX,1.2.63,Iomart Cloud Services Limited,GB,Corporate,English,1,Yes
5688,2022-09-26,188.210.102.173,Baby Hazel Nursery Rhymes,5.8.82,Iran Telecommunication Company PJS,IR,Cable/DSL,English,1,Yes
5689,2022-09-26,189.223.145.61,Culture Forward TV,5.8.82,Telnor,MX,Cable/DSL,English,1,Yes
5690,2022-09-26,50.25.62.109,24 FLIX,1.2.63,Suddenlink Communications,US,Cable/DSL,English,1,Yes
5691,2022-09-26,190.174.157.91,Classic Reruns TV,5.8.4,Telefonica de Argentina,AR,Cable/DSL,English,1,Yes
5692,2022-09-26,181.91.131.117,Classic Cartoons,5.8.4,Personal,AR,Cable/DSL,English,1,Yes
5693,2022-09-14,87.54.117.52,Classic Cartoons,5.8.4,TDC Danmark,DK,Cable/DSL,English,1,Yes
5694,2022-09-14,72.238.99.111,24 FLIX,Vc5.1.3_s5.2.0,Spectrum,US,Cable/DSL,English,2,No
5695,2022-09-14,69.133.171.0,Aquarium TV,V_s5.2.0,Spectrum,US,Cable/DSL,English,1,Yes
5696,2022-09-14,75.187.33.77,Aquarium TV,V_s5.2.0,Spectrum,US,Cable/DSL,English,1,Yes
5697,2022-09-14,98.20.167.235,Aquarium TV,V_s5.2.0,Windstream Communications,US,Cable/DSL,English,1,Yes
5698,2022-09-14,96.2.192.80,Aquarium TV,V_s5.2.0,Midco,US,Cable/DSL,English,1,Yes
5699,2022-09-14,174.197.64.111,Aquarium TV,V_s5.2.0,Verizon Wireless,US,Cellular,English,1,Yes
5700,2022-09-14,186.96.24.248,ADULTish,V_s5.2.0,Totalplay Telecomunicaciones,MX,Cable/DSL,English,1,Yes
5701,2022-09-14,209.169.96.165,Aquarium TV,V_s5.2.0,Consolidated Communications,US,Cable/DSL,English,1,Yes
5702,2022-09-14,154.115.221.56,Bob the train,5.8.4,TELESOM,SO,Cellular,English,1,Yes
5703,2022-09-14,177.234.244.99,Ento live Network,5.8.82,Nedetel S.A.,EC,Cable/DSL,English,1,Yes
5704,2022-09-14,45.225.225.231,24 FLIX,5.8.82,Media Commerce Partners S.A,CO,Cable/DSL,English,1,Yes
5705,2022-09-14,188.26.27.197,Classic Cartoons,5.8.82,Digi Romania,RO,Cable/DSL,English,1,Yes
5706,2022-09-14,190.49.119.167,Classic Cartoons,5.8.4,Telefonica de Argentina,AR,Cable/DSL,English,1,Yes
5707,2022-09-14,181.60.141.208,Classic Cartoons,5.8.4,Telmex Colombia S.A.,CO,Cable/DSL,English,1,Yes
5971,2022-09-25,176.112.65.246,Bob the train,5.1.8,KovrovTelecom Ltd.,RU,Cable/DSL,русский,10,No
5972,2022-09-25,176.112.65.246,Bob the train,5.1.8,KovrovTelecom Ltd.,RU,Cable/DSL,русский,10,No
5973,2022-09-25,82.197.48.71,Bob the train,5.1.8,Zain Saudi Arabia,SA,Cable/DSL,العربية,1,Yes
5974,2022-09-25,47.152.246.184,ADULTish,V_s5.2.0b,Frontier Communications,US,Cable/DSL,English,1,Yes
5975,2022-09-25,186.155.19.160,ADULTish,V_s5.2.0b,ETB,CO,Cable/DSL,English,1,Yes
5976,2022-09-25,73.24.118.123,Aquarium TV,V_s5.2.0b,Comcast Cable,US,Cable/DSL,English,1,Yes
5977,2022-09-25,177.241.36.96,ADULTish,V_s5.2.0b,Megacable,MX,Cable/DSL,English,1,Yes
5978,2022-09-25,86.150.207.11,ADULTish,V_s5.2.0b,BT,GB,Cable/DSL,English,1,Yes
5979,2022-09-25,191.243.200.138,Aquarium TV,V_s5.2.0b,Ctba Telecom,BR,Cable/DSL,English,1,Yes
5980,2022-09-25,177.93.151.3,Airport TV,Vc5.1.3_s5.2.0b,SN Internet Navegantes Ltda ME,BR,Cable/DSL,English,1,Yes
5981,2022-09-25,86.81.184.124,Aquarium TV,5.2.1,KPN,NL,Cable/DSL,Nederlands,1,Yes
5982,2022-09-25,70.116.99.80,Boxing Central with Al Bernstein,5.8.82,Spectrum,US,Cable/DSL,English,1,Yes
5983,2022-09-25,193.121.146.171,Bob the train,5.8.82,Scarlet Belgium,BE,Cable/DSL,English,2,No
5984,2022-09-25,62.235.146.47,Bob the train,5.8.82,Scarlet Belgium,BE,Cable/DSL,English,2,No
5985,2022-09-25,154.247.71.106,Aquarium TV,5.8.82,Algerie Telecom,DZ,Cable/DSL,English,1,Yes
5986,2022-09-25,187.190.211.136,Classic Cartoons,5.8.82,Totalplay,MX,Cable/DSL,English,1,Yes
5987,2022-09-25,186.81.26.148,Baby Hazel Nursery Rhymes,5.8.82,Telmex Colombia S.A.,CO,Cable/DSL,English,1,Yes
5988,2022-10-19,190.234.140.58,Toonbo,5.8.82,Telefonica del Peru,PE,Cable/DSL,English,1,Yes
5989,2022-10-19,156.193.33.173,Toonbo,5.8.82,Telecom Egypt,EG,Cable/DSL,English,1,Yes
5990,2022-10-19,190.181.64.50,Toonbo,5.8.82,NORTECH,AR,Cable/DSL,English,1,Yes
5991,2022-10-19,191.6.100.249,Top 80s Hits,V_s5.2.0d,Voce Telecom Ltda,BR,Cable/DSL,English,1,Yes
5992,2022-10-19,208.114.93.91,WesternFlix,Vc5.1.3_s5.2.0d,Vyve Broadband,US,Cable/DSL,English,1,Yes
5993,2022-10-19,174.23.25.255,The Live Train Channel,Vc5.1.2_s5.2.0d,CenturyLink,US,Cable/DSL,English,1,Yes
5994,2022-10-19,49.36.104.137,YogaFit,5.8.82,Jio,IN,Cable/DSL,English,1,Yes
5995,2022-10-19,41.150.35.58,Todazon,5.8.82,Telkom Internet,ZA,Cable/DSL,English,1,Yes
5996,2022-09-28,2001:8f8:1363:483a:31c1:ea1c:a7bd:65fe,Bob the train,5.1.8,Etisalat,AE,Cable/DSL,English,1,Yes
5997,2022-09-28,213.137.72.95,Bob the train,5.1.8,Telzar 019 International Telecommunications Servic,IL,Cellular,English,1,Yes
5998,2022-09-28,189.180.90.119,ADULTish,V_s5.2.0b,Telmex,MX,Cable/DSL,English,1,Yes
5999,2022-09-28,75.136.207.252,ADULTish,V_s5.2.0b,Spectrum,US,Cable/DSL,English,1,Yes
6000,2022-09-28,75.191.121.17,Aquarium TV,V_s5.2.0b,Spectrum,US,Cable/DSL,English,2,No
6001,2022-09-28,189.251.49.131,ADULTish,V_s5.2.0b,Telmex,MX,Cable/DSL,English,1,Yes
6002,2022-09-28,187.189.68.235,Coffee Jazz,Vc5.1.3_s5.2.0b,Totalplay,MX,Cable/DSL,English,1,Yes
6003,2022-09-28,5.18.248.60,Aquarium TV,5.2.1,ER-Telecom,RU,Cable/DSL,русский,1,Yes
6004,2022-09-28,178.76.226.161,Airport TV,5.2.1,TransTeleCom,RU,Cable/DSL,русский,1,Yes
6005,2022-09-28,2001:569:fb42:8e00:7ca7:40a6:9edf:7871,Aquarium TV,5.2.1,TELUS,CA,Cable/DSL,English,1,Yes
6006,2022-09-28,49.159.253.77,8K Landscapes,5.2.1,Union Broadband Network,TW,Cable/DSL,中文,1,Yes
6007,2022-09-28,43.241.67.171,ADULTish,5.8.82,MITHRIL TELECOMMUNICATIONS PVT LTD,IN,Cable/DSL,English,1,Yes
6008,2022-09-28,1.152.109.42,ADULTish,5.8.82,Telstra Internet,AU,Cellular,English,1,Yes
6009,2022-09-28,2600:4040:b0d5:5400:b59c:6823:9bc:2f71,24 FLIX,1.2.63,Verizon Internet Services,US,Cable/DSL,English,1,Yes
6010,2022-09-28,179.6.101.28,Classic Cartoons,5.8.4,Claro Peru,PE,Cable/DSL,English,1,Yes
6011,2022-09-28,45.173.29.33,Classic Cartoons,5.8.4,Mustanet Provedor De Internet Eireli,BR,Cable/DSL,English,1,Yes
6012,2022-09-28,186.26.97.63,Classic Reruns TV,5.8.4,DINFONET,BR,Spectrum,English,1,Yes
6013,2022-09-28,2607:fb90:fe12:a002:25a6:9b9e:d125:47f1,24 FLIX,1.2.63,T-Mobile USA,US,Cellular,English,1,Yes
6014,2022-09-28,74.70.123.21,Coffee Jazz,Vc5.1.3_s5.2.0b,Spectrum,US,Cable/DSL,English,1,Yes
6015,2022-09-28,108.236.193.102,Dr SEC TV Network,V_s5.2.0b,AT&T U-verse,US,Cable/DSL,English,1,Yes
6016,2022-09-28,70.71.130.62,Cool School,5.8.82,Shaw Communications,CA,Cable/DSL,English,1,Yes
6017,2022-09-28,102.188.161.70,Aquarium TV,5.8.82,Vodafone Egypt,EG,Cable/DSL,English,1,Yes
6018,2022-09-28,68.0.191.241,Classic Cartoons,5.8.82,Cox Communications,US,Cable/DSL,English,1,Yes
6019,2022-09-10,198.59.147.29,Dr SEC TV Network,V_s5.2.0,SkyRider Communications,US,Corporate,English,1,Yes
6020,2022-09-10,174.50.99.174,Dr SEC TV Network,V_s5.2.0,Comcast Cable,US,Cable/DSL,English,1,Yes
6021,2022-08-09,35.134.239.252,Free Classic Movies,V_s5.1.9b,Spectrum,US,Cable/DSL,English,1,Yes
6022,2022-08-09,47.142.216.127,Free Classic Movies,V_s5.1.9b,Frontier Communications,US,Cable/DSL,English,1,Yes
6023,2022-08-09,199.241.224.225,Free Classic Movies,V_s5.1.9b,Comelec Internet Services,US,Cable/DSL,English,1,Yes
6024,2022-08-09,74.82.228.20,The Live Train Channel,Vc5.1.2_s5.1.9b,iFiber Communications Corp.,US,Cable/DSL,English,1,Yes
6025,2022-08-09,172.56.152.119,The Live Train Channel,Vc5.1.2_s5.1.9b,T-Mobile USA,US,Cellular,English,1,Yes
6026,2022-08-09,71.129.153.130,The Live Train Channel,Vc5.1.2_s5.1.9b,AT&T Internet Services,US,Cable/DSL,English,1,Yes
6027,2022-08-09,103.66.98.111,FashionTV+,5.2.0,Balaji Services,IN,Cable/DSL,English,1,Yes
6028,2022-08-09,103.120.253.224,FashionTV+,5.2.0,Digital Satellite Connect Pvt,IN,Cable/DSL,English,1,Yes
6029,2022-08-09,2600:387:f:b19::a,Free Classic Movies,5.2.0,AT&T Wireless,US,Cellular,English,1,Yes
6030,2022-08-09,2001:8003:a89c:1101:9445:d7bd:49ac:d6b1,Free Classic Movies,5.2.0,Telstra Internet,AU,Cable/DSL,English,1,Yes
6031,2022-08-09,2409:4060:2195:fe1f::adf:e8a0,FashionTV+,5.2.0,Jio,IN,Cellular,English,1,Yes
6032,2022-10-05,45.188.74.42,ADULTish,V_s5.2.0c,Spacenet Provedor Telecom Ltda,BR,Cable/DSL,English,1,Yes
6033,2022-10-05,67.43.209.88,Aquarium TV,V_s5.2.0c,Vistabeam,US,Cable/DSL,English,1,Yes
6034,2022-10-05,98.115.106.29,Aquarium TV,V_s5.2.0c,Verizon Fios,US,Cable/DSL,English,1,Yes
6035,2022-10-05,68.251.241.211,Aquarium TV,V_s5.2.0c,AT&T U-verse,US,Cable/DSL,English,1,Yes
6036,2022-10-05,75.167.125.103,Coffee Jazz,Vc5.1.3_s5.2.0c,CenturyLink,US,Cable/DSL,English,1,Yes
6037,2022-10-05,40.132.94.194,Coffee Jazz,Vc5.1.3_s5.2.0c,Windstream Communications,US,Cable/DSL,English,1,Yes
6038,2022-10-05,190.20.59.173,ADULTish,V_s5.2.0c,Movistar Fibra,CL,Cable/DSL,English,1,Yes
6039,2022-10-05,70.130.112.237,Fashion TV,V_s5.2.0c,AT&T U-verse,US,Cable/DSL,English,2,No
6040,2022-10-05,47.144.188.51,Ento live Network,V_s5.2.0c,Frontier Communications,US,Cable/DSL,English,1,Yes
6041,2022-10-05,138.94.174.200,ADULTish,V_s5.2.0c,Clicknet Matupa,BR,Spectrum,English,1,Yes
6042,2022-10-05,181.42.18.146,ADULTish,V_s5.2.0c,Entel Chile,CL,Cellular,English,1,Yes
6043,2022-10-05,98.227.250.175,ADULTish,V_s5.2.0c,Comcast Cable,US,Cable/DSL,English,1,Yes
6044,2022-10-05,189.155.193.184,ADULTish,V_s5.2.0c,Telmex,MX,Cable/DSL,English,1,Yes
6045,2022-10-05,138.185.54.128,8K Landscapes,V_s5.2.0c,Ogs Informatica Ltda - Me,BR,Cable/DSL,English,1,Yes
6046,2022-10-05,2603:8080:ed00:b054:1691:38ff:fe1e:7c77,Aquarium TV,5.2.1,Spectrum,US,Cable/DSL,English,1,Yes
6047,2022-10-05,2600:1700:3410:1a40:76a7:eaff:fed0:e8d3,Dog on TV,5.2.1,AT&T U-verse,US,Cable/DSL,English,1,Yes
6048,2022-10-05,47.133.160.205,Coffee Jazz,5.2.1,Spectrum,US,Cable/DSL,English,1,Yes
6049,2022-10-05,74.125.210.212,Culture Forward TV,5.2.1,Google Proxy,US,Corporate,English,1,Yes
6050,2022-10-05,102.129.82.170,Bob the train,5.2.1,CongoTelecom,CG,Cable/DSL,français,1,Yes
6051,2022-10-05,223.29.193.1,Aquarium TV,5.2.1,Meghbela Broadband,IN,Cable/DSL,English,1,Yes
6052,2022-10-05,174.251.240.104,Bob the train,5.2.1,Verizon Wireless,US,Cellular,English,1,Yes
6053,2022-10-05,2600:8806:4907:2700:7436:77cf:669d:9512,Channel Fight Masterclass,5.2.0,Cox Communications,US,Cable/DSL,English,1,Yes
6054,2022-10-05,104.244.105.154,8K Landscapes,5.2.1,Shentel Communications,US,Cable/DSL,English,1,Yes
6055,2022-10-05,88.238.201.207,8K Landscapes,5.2.1,Turk Telekom,TR,Cable/DSL,Türkçe,1,Yes
6056,2022-10-05,31.141.36.214,Bob the train,5.8.82,Turkcell,TR,Cable/DSL,English,1,Yes
6057,2022-10-05,98.1.4.92,Coffee Jazz,5.8.82,Spectrum,US,Cable/DSL,English,1,Yes
6058,2022-10-05,45.37.74.125,Aquarium TV,5.8.82,Spectrum,US,Cable/DSL,English,1,Yes
6059,2022-10-05,49.205.145.21,Cool School,5.8.82,ACT Fibernet,IN,Cable/DSL,English,1,Yes
6060,2022-10-05,37.239.220.17,Baby Hazel Nursery Rhymes,5.8.82,EarthLink Iraq,IQ,Cable/DSL,English,1,Yes
6061,2022-10-05,73.5.210.54,Coffee Jazz,5.8.82,Comcast Cable,US,Cable/DSL,English,1,Yes
6062,2022-10-05,131.72.92.56,Classic Cartoons,5.8.82,Intervale Informatica Ltda. - Epp.,BR,Cable/DSL,English,1,Yes
6063,2022-10-05,181.82.234.232,Classic Cartoons,5.8.82,Personal,AR,Cable/DSL,English,1,Yes
6064,2022-08-08,173.63.124.220,Free Classic Movies,V_s5.1.9b,Verizon Fios,US,Cable/DSL,English,1,Yes
6065,2022-08-08,73.146.185.225,Free Classic Movies,V_s5.1.9b,Comcast Cable,US,Cable/DSL,English,1,Yes
6066,2022-08-08,14.0.174.99,FashionTV+,5.2.0,CSL Mobile,HK,Cellular,中文,1,Yes
6067,2022-08-08,154.179.33.249,Scare TV,5.1.8,Telecom Egypt,EG,Cable/DSL,العربية,1,Yes
6068,2022-08-08,203.135.44.137,FashionTV+,5.2.0,PTCL,PK,Cellular,English,1,Yes
6359,2022-09-09,69.115.18.30,Free Classic Movies,V_s5.2.0,Optimum Online,US,Cable/DSL,English,1,Yes
6360,2022-09-09,208.104.53.216,The Live Train Channel,Vc5.1.2_s5.2.0,Comporium,US,Cable/DSL,English,2,No
6361,2022-09-09,73.24.129.222,Free Classic Movies,V_s5.2.0,Comcast Cable,US,Cable/DSL,English,1,Yes
6362,2022-09-09,125.16.14.70,Real Music TV,5.2.1,Airtel,IN,Cable/DSL,English,3,No
6363,2022-09-09,2600:1700:48e0:2060:a84:9dff:fe1f:49ca,Getreel Fireplaces,5.2.0,AT&T U-verse,US,Cable/DSL,English,1,Yes
6364,2022-09-09,66.102.8.133,Tasty tv,5.2.1,Google Proxy,US,Corporate,English,1,Yes
6365,2022-09-09,69.174.152.82,Relaxing Nature,5.2.0,Metronet,US,Cable/DSL,English,2,No
6366,2022-09-09,2401:4900:3a10:cd6:7bda:d817:776f:4544,FashionTV+,5.2.0,Airtel,IN,Cellular,English,1,Yes
6367,2022-09-09,103.181.74.12,FashionTV+,5.2.0,Palashbari Online,BD,Cable/DSL,বাংলা,1,Yes
6368,2022-09-09,178.80.100.26,Games Tips&Tricks,5.8.7,Mobily,SA,Cable/DSL,English,1,Yes
6369,2022-09-09,95.54.131.87,Kids TV,5.8.7,Rostelecom,RU,Cable/DSL,English,1,Yes
6370,2022-09-09,188.143.110.131,Kids TV,5.8.7,Digi TV,HU,Cable/DSL,English,1,Yes
6371,2022-09-09,37.201.192.100,Games Tips&Tricks,5.8.7,Vodafone Germany DSL,DE,Cable/DSL,English,1,Yes
6372,2022-09-09,197.184.176.228,Nollywood Capital TV,5.8.7,rain,ZA,Cable/DSL,English,1,Yes
6373,2022-09-09,78.66.58.183,Getreel Fireplaces,5.8.7,Telia,SE,Cable/DSL,English,1,Yes
6374,2022-09-09,186.84.20.88,Free Classic Movies,5.8.7,Telmex Colombia S.A.,CO,Cable/DSL,English,1,Yes
6375,2022-09-09,82.167.107.251,Kids TV Deutschland,5.8.7,Integrated Telecom Co. Ltd,SA,Cable/DSL,English,1,Yes
6376,2022-09-09,82.129.239.54,Kids TV Deutschland,5.8.7,Vodafone Egypt,EG,Cable/DSL,English,1,Yes
6377,2022-09-09,37.252.93.226,Nollywood Capital TV,5.8.7,Ucom,AM,Cable/DSL,English,1,Yes
6378,2022-09-09,113.175.38.120,Nollywood Capital TV,5.8.7,VNPT,VN,Cable/DSL,English,1,Yes
6379,2022-09-09,197.249.120.192,Kids TV [Português],5.8.7,"Comunicacoes Multimedia, Lda.",MZ,Cable/DSL,English,1,Yes
6380,2022-09-09,41.117.1.206,Trend Wave,5.8.7,MTN Business Solutions,ZA,Cable/DSL,English,1,Yes
6381,2022-09-09,217.97.95.248,Kids TV,5.8.7,Orange Swiatlowod,PL,Cable/DSL,English,1,Yes
6382,2022-09-09,217.165.198.76,Kids TV Deutschland,5.8.7,Etisalat,AE,Cable/DSL,English,1,Yes
